iShares Core S&P/TSX Capped Composite Index ETF,,,,,,,,,,,,,,,
Materials,EDV,ENDEAVOUR MINING CORP,0.15,29.62,"359,513.00","10,648,775.06","10,648,775.06",Materials,BDGN4L2,-,Toronto Stock Exchange,Canada,CAD,CAD,1
Consumer Staples,PBH,PREMIUM BRANDS HOLDINGS CORP,0.15,100.73,"105,235.00","10,600,321.55","10,600,321.55",Consumer Staples,B1VJFK7,74061A108,Toronto Stock Exchange,Canada,CAD,CAD,1
Materials,MX,METHANEX CORP,0.14,58.49,"179,607.00","10,505,213.43","10,505,213.43",Materials,2654416,59151K108,Toronto Stock Exchange,Canada,CAD,CAD,1
Real Estate,CHP.UN,CHOICE PROPERTIES REAL ESTATE INVE,0.14,13.01,"800,166.00","10,410,159.66","10,410,159.66",Real Estate,BBX46Q3,17039A106,Toronto Stock Exchange,Canada,CAD,CAD,1
Real Estate,CIGI,COLLIERS INTERNATIONAL GROUP SUBOR,0.14,113.28,"89,964.00","10,191,121.92","10,191,121.92",Real Estate,BYL7SB4,194693107,Toronto Stock Exchange,Canada,CAD,CAD,1
Materials,FR,FIRST MAJESTIC SILVER CORP,0.13,17.08,"570,930.00","9,751,484.40","9,751,484.40",Materials,2833583,32076V103,Toronto Stock Exchange,Canada,CAD,CAD,1
Utilities,INE,INNERGEX RENEWABLE ENERGY INC,0.13,27.37,"348,955.00","9,550,898.35","9,550,898.35",Utilities,B29TNV3,45790B104,Toronto Stock Exchange,Canada,CAD,CAD,1
Consumer Staples,PRMW,PRIMO WATER CORP,0.13,19.96,"472,155.00","9,424,213.80","9,424,213.80",Consumer Staples,BLKVVX9,74167P108,Toronto Stock Exchange,Canada,CAD,CAD,1
Materials,CG,CENTERRA GOLD INC,0.13,14.74,"633,088.00","9,331,717.12","9,331,717.12",Materials,B01NXQ4,152006102,Toronto Stock Exchange,Canada,CAD,CAD,1
Industrials,CJT,CARGOJET INC,0.13,214.83,"42,635.00","9,159,277.05","9,159,277.05",Industrials,BJXM607,14179V503,Toronto Stock Exchange,Canada,CAD,CAD,1
Materials,SJ,STELLA JONES INC,0.12,46.28,"196,031.00","9,072,314.68","9,072,314.68",Materials,2809777,85853F105,Toronto Stock Exchange,Canada,CAD,CAD,1
Financials,CIX,CI FINANCIAL CORP,0.12,15.78,"561,790.00","8,865,046.20","8,865,046.20",Financials,B3KT0S5,125491100,Toronto Stock Exchange,Canada,CAD,CAD,1
Energy,GEI,GIBSON ENERGY INC,0.12,20.56,"430,961.00","8,860,558.16","8,860,558.16",Energy,B44WH97,374825206,Toronto Stock Exchange,Canada,CAD,CAD,1
Real Estate,SRU.UN,SMARTCENTRES RL ESTATE INVESTMENT,0.12,23.08,"378,450.00","8,734,626.00","8,734,626.00",Real Estate,BZ22BK5,83179X108,Toronto Stock Exchange,Canada,CAD,CAD,1
Materials,NG,NOVAGOLD RESOURCES INC,0.12,12.32,"707,798.00","8,720,071.36","8,720,071.36",Materials,2135450,6.70E+210,Toronto Stock Exchange,Canada,CAD,CAD,1
Materials,ELD,ELDORADO GOLD CORP,0.12,16.87,"516,228.00","8,708,766.36","8,708,766.36",Materials,BHZJ5Y9,284902509,Toronto Stock Exchange,Canada,CAD,CAD,1
Real Estate,FCR.UN,FIRST CAPITAL REALTY REAL ESTATE I,0.12,13.55,"642,527.00","8,706,240.85","8,706,240.85",Real Estate,BKSLS55,31890B103,Toronto Stock Exchange,Canada,CAD,CAD,1
Consumer Discretionary,LNR,LINAMAR CORP,0.12,67.42,"128,925.00","8,692,123.50","8,692,123.50",Consumer Discretionary,2516022,53278L107,Toronto Stock Exchange,Canada,CAD,CAD,1
Materials,EQX,EQUINOX GOLD CORP,0.11,13.17,"631,701.00","8,319,502.17","8,319,502.17",Materials,BKLNP13,29446Y502,Toronto Stock Exchange,Canada,CAD,CAD,1
Financials,IGM,IGM FINANCIAL INC,0.11,34.51,"238,218.00","8,220,903.18","8,220,903.18",Financials,2469375,449586106,Toronto Stock Exchange,Canada,CAD,CAD,1
Materials,PVG,PRETIUM RESOURCES INC,0.11,14.59,"550,507.00","8,031,897.13","8,031,897.13",Materials,B57Q8S9,74139C102,Toronto Stock Exchange,Canada,CAD,CAD,1
Utilities,ACO.X,ATCO LTD CLASS I,0.11,36.49,"217,801.00","7,947,558.49","7,947,558.49",Utilities,2060615,46789400,Toronto Stock Exchange,Canada,CAD,CAD,1
Health Care,APHA,APHRIA INC,0.11,8.8,"874,534.00","7,695,899.20","7,695,899.20",Health Care,BTC2NF2,03765K104,Toronto Stock Exchange,Canada,CAD,CAD,1
Industrials,BBU.UN,BROOKFIELD BUSINESS PARTNERS UNITS,0.11,48.29,"159,138.00","7,684,774.02","7,684,774.02",Industrials,BYNDNQ0,-,Toronto Stock Exchange,Canada,CAD,CAD,1
Information Technology,ENGH,ENGHOUSE SYSTEMS LTD,0.1,61.65,"120,549.00","7,431,845.85","7,431,845.85",Information Technology,2282237,292949104,Toronto Stock Exchange,Canada,CAD,CAD,1
Materials,OSB,NORBORD INC,0.1,54.96,"135,198.00","7,430,482.08","7,430,482.08",Materials,2641441,65548P403,Toronto Stock Exchange,Canada,CAD,CAD,1
Financials,CWB,CANADIAN WESTERN BANK,0.1,28.62,"256,120.00","7,330,154.40","7,330,154.40",Financials,2188283,13677F101,Toronto Stock Exchange,Canada,CAD,CAD,1
Consumer Discretionary,GC,GREAT CANADIAN GAMING CORP,0.1,43.48,"164,698.00","7,161,069.04","7,161,069.04",Consumer Discretionary,2380573,389914102,Toronto Stock Exchange,Canada,CAD,CAD,1
Health Care,CSH.UN,CHARTWELL RETIREMENT RESIDENCES RE,0.1,11.19,"632,248.00","7,074,855.12","7,074,855.12",Health Care,B8S8C94,16141A103,-,Canada,CAD,CAD,1
Materials,OR,OSISKO GOLD ROYALTIES LTD,0.1,16.13,"436,119.00","7,034,599.47","7,034,599.47",Materials,BN60CQ4,68827L101,Toronto Stock Exchange,Canada,CAD,CAD,1
Energy,PXT,PAREX RESOURCES INC,0.1,17.52,"398,830.00","6,987,501.60","6,987,501.60",Energy,B575D14,69946Q104,Toronto Stock Exchange,Canada,CAD,CAD,1
Utilities,TA,TRANSALTA CORP,0.09,9.67,"709,498.00","6,860,845.66","6,860,845.66",Utilities,2901628,89346D107,Toronto Stock Exchange,Canada,CAD,CAD,1
Utilities,RNW,TRANSALTA RENEWABLES INC,0.09,21.76,"312,757.00","6,805,592.32","6,805,592.32",Utilities,BCZLSL8,893463109,Toronto Stock Exchange,Canada,CAD,CAD,1
Materials,IMG,IAMGOLD CORP,0.09,4.67,"1,405,531.00","6,563,829.77","6,563,829.77",Materials,2446646,450913108,Toronto Stock Exchange,Canada,CAD,CAD,1
Consumer Discretionary,GOOS,CANADA GOOSE HOLDINGS SUB VOTING I,0.09,37.84,"173,245.00","6,555,590.80","6,555,590.80",Consumer Discretionary,BF0B2F6,135086106,Toronto Stock Exchange,Canada,CAD,CAD,1
Real Estate,TCN,TRICON RESIDENTIAL INC,0.09,11.43,"566,974.00","6,480,512.82","6,480,512.82",Real Estate,B4NP281,89612W102,Toronto Stock Exchange,Canada,CAD,CAD,1
Consumer Discretionary,ATZ,ARITZIA SUBORDINATE VOTING INC,0.09,25.79,"250,057.00","6,448,970.03","6,448,970.03",Consumer Discretionary,BDCG2C2,04045U102,Toronto Stock Exchange,Canada,CAD,CAD,1
Materials,MAG,MAG SILVER CORP,0.09,26.06,"246,028.00","6,411,489.68","6,411,489.68",Materials,2581332,55903Q104,Toronto Stock Exchange,Canada,CAD,CAD,1
Utilities,SPB,SUPERIOR PLUS CORP,0.09,12.18,"518,868.00","6,319,812.24","6,319,812.24",Utilities,B3KTPS0,86828P103,Toronto Stock Exchange,Canada,CAD,CAD,1
Industrials,MSI,MORNEAU SHEPELL INC,0.09,31.03,"201,488.00","6,252,172.64","6,252,172.64",Industrials,B64ZLH6,61767W104,Toronto Stock Exchange,Canada,CAD,CAD,1
Communication,CCA,COGECO COMMUNICATIONS SUBORDINATE,0.09,97.86,"63,776.00","6,241,119.36","6,241,119.36",Communication,BZCDFX9,19239C106,Toronto Stock Exchange,Canada,CAD,CAD,1
Energy,ARX,ARC RESOURCES LTD,0.09,6,"1,036,007.00","6,216,042.00","6,216,042.00",Energy,B6463M8,00208D408,Toronto Stock Exchange,Canada,CAD,CAD,1
Real Estate,SMU.UN,SUMMIT INDUSTRIAL INCOME REIT UNIT,0.09,13.65,"455,339.00","6,215,377.35","6,215,377.35",Real Estate,B928VJ0,866120116,Toronto Stock Exchange,Canada,CAD,CAD,1
Consumer Staples,MFI,MAPLE LEAF FOODS INC,0.09,28.22,"219,950.00","6,206,989.00","6,206,989.00",Consumer Staples,2555865,564905107,Toronto Stock Exchange,Canada,CAD,CAD,1
Materials,LIF,LABRADOR IRON ORE ROYALTY CORP,0.08,32.61,"188,714.00","6,153,963.54","6,153,963.54",Materials,B8L02P3,505440107,Toronto Stock Exchange,Canada,CAD,CAD,1
Energy,PSK,PRAIRIESKY ROYALTY LTD,0.08,10.09,"587,601.00","5,928,894.09","5,928,894.09",Energy,BN320L4,739721108,Toronto Stock Exchange,Canada,CAD,CAD,1
Real Estate,AIF,ALTUS GROUP LTD,0.08,49.14,"120,010.00","5,897,291.40","5,897,291.40",Real Estate,B67M8D9,02215R107,Toronto Stock Exchange,Canada,CAD,CAD,1
Energy,WCP,WHITECAP RESOURCES INC,0.08,4.86,"1,203,876.00","5,850,837.36","5,850,837.36",Energy,B418WK4,96467A200,Toronto Stock Exchange,Canada,CAD,CAD,1
Health Care,ACB,AURORA CANNABIS INC,0.08,10.6,"542,487.00","5,750,362.20","5,750,362.20",Health Care,BLB8BC8,05156X884,Toronto Stock Exchange,Canada,CAD,CAD,1
Health Care,AUP,AURINIA PHARMACEUTICALS INC,0.08,17.56,"321,676.00","5,648,630.56","5,648,630.56",Health Care,BFWLBZ7,05156V102,Toronto Stock Exchange,Canada,CAD,CAD,1
Materials,FVI,FORTUNA SILVER MINES INC,0.08,10.46,"538,715.00","5,634,958.90","5,634,958.90",Materials,2383033,349915108,Toronto Stock Exchange,Canada,CAD,CAD,1
Energy,HSE,HUSKY ENERGY INC,0.08,6.3,"888,417.00","5,597,027.10","5,597,027.10",Energy,2623836,448055103,Toronto Stock Exchange,Canada,CAD,CAD,1
Materials,HBM,HUDBAY MINERALS INC,0.08,8.91,"628,039.00","5,595,827.49","5,595,827.49",Materials,B05BDX1,443628102,Toronto Stock Exchange,Canada,CAD,CAD,1
Real Estate,NWH.UN,NORTHWEST HEALTHCARE PROPERTIES UN,0.08,12.6,"443,011.00","5,581,938.60","5,581,938.60",Real Estate,B4Y8WM3,667495105,Toronto Stock Exchange,Canada,CAD,CAD,1
Materials,NGD,NEW GOLD INC,0.08,2.8,"1,982,475.00","5,550,930.00","5,550,930.00",Materials,2826947,644535106,Toronto Stock Exchange,Canada,CAD,CAD,1
Real Estate,IIP.UN,INTERRENT REAL ESTATE INVESTMENT T,0.08,13.69,"405,435.00","5,550,405.15","5,550,405.15",Real Estate,B1L9R12,46071W205,Toronto Stock Exchange,Canada,CAD,CAD,1
Real Estate,DIR.UN,DREAM INDUSTRIAL REAL ESTATE INVES,0.07,13.15,"414,225.00","5,447,058.75","5,447,058.75",Real Estate,BMH4P92,26153W109,Toronto Stock Exchange,Canada,CAD,CAD,1
Energy,VII,SEVEN GENERATIONS ENERGY LTD CLASS,0.07,6.61,"809,349.00","5,349,796.89","5,349,796.89",Energy,BRK0MM4,81783Q105,Toronto Stock Exchange,Canada,CAD,CAD,1
Real Estate,KMP.UN,KILLAM APARTMENT REIT UNITS CLASS,0.07,17.11,"304,557.00","5,210,970.27","5,210,970.27",Real Estate,BYZ1856,49410M102,Toronto Stock Exchange,Canada,CAD,CAD,1
Materials,SSL,SANDSTORM GOLD LTD,0.07,9.12,"565,725.00","5,159,412.00","5,159,412.00",Materials,B7YC668,80013R206,Toronto Stock Exchange,Canada,CAD,CAD,1
Materials,SIL,SILVERCREST METALS INC,0.07,14.19,"362,539.00","5,144,428.41","5,144,428.41",Materials,BYVY3D2,828363101,Toronto Stock Exchange,Canada,CAD,CAD,1
Materials,OGC,OCEANAGOLD CORPORATION CORP,0.07,2.46,"2,080,460.00","5,117,931.60","5,117,931.60",Materials,B1Z7L21,675222103,Toronto Stock Exchange,Canada,CAD,CAD,1
Industrials,RCH,RICHELIEU HARDWARE LTD,0.07,33.04,"152,743.00","5,046,628.72","5,046,628.72",Industrials,2736273,76329W103,Toronto Stock Exchange,Canada,CAD,CAD,1
Industrials,ATA,ATS AUTOMATION TOOLING SYSTEMS INC,0.07,22.35,"217,188.00","4,854,151.80","4,854,151.80",Industrials,2002587,1940105,Toronto Stock Exchange,Canada,CAD,CAD,1
Materials,TXG,TOREX GOLD RESOURCES INC,0.07,19.09,"251,998.00","4,810,641.82","4,810,641.82",Materials,BD2NKY1,891054603,Toronto Stock Exchange,Canada,CAD,CAD,1
Health Care,CRON,CRONOS GROUP INC,0.07,8.84,"542,247.00","4,793,463.48","4,793,463.48",Health Care,BF01YS3,22717L952,Toronto Stock Exchange,Canada,CAD,CAD,1
Financials,MIC,GENWORTH MI CANADA INC,0.06,43.41,"108,472.00","4,708,769.52","4,708,769.52",Financials,B3NWJQ2,37252B102,Toronto Stock Exchange,Canada,CAD,CAD,1
Materials,IFP,INTERFOR CORP,0.06,23.77,"197,530.00","4,695,288.10","4,695,288.10",Materials,BMJ71W4,45868C109,Toronto Stock Exchange,Canada,CAD,CAD,1
Consumer Staples,NWC,NORTH WEST COMPANY INC,0.06,32.44,"142,976.00","4,638,141.44","4,638,141.44",Consumer Staples,BZ3FZR8,663278208,Toronto Stock Exchange,Canada,CAD,CAD,1
Health Care,TRIL,TRILLIUM THERAPEUTICS INC,0.06,18.73,"247,022.00","4,626,722.06","4,626,722.06",Health Care,BSPKCC6,89620X506,Toronto Stock Exchange,Canada,CAD,CAD,1
Energy,CPG,CRESCENT POINT ENERGY CORP,0.06,2.97,"1,556,360.00","4,622,389.20","4,622,389.20",Energy,B67C8W8,22576C101,Toronto Stock Exchange,Canada,CAD,CAD,1
Materials,DPM,DUNDEE PRECIOUS METALS CLASS A INC,0.06,9.15,"499,796.00","4,573,133.40","4,573,133.40",Materials,B00VD03,265269209,Toronto Stock Exchange,Canada,CAD,CAD,1
Financials,HCG,HOME CAPITAL INC,0.06,29.7,"152,820.00","4,538,754.00","4,538,754.00",Financials,2434180,436913107,Toronto Stock Exchange,Canada,CAD,CAD,1
Materials,SEA,SEABRIDGE GOLD INC,0.06,26.78,"167,825.00","4,494,353.50","4,494,353.50",Materials,2246459,811916105,Toronto Stock Exchange,Canada,CAD,CAD,1
Materials,TGZ,TERANGA GOLD CORP,0.06,13.66,"328,282.00","4,484,332.12","4,484,332.12",Materials,BD1FRN6,880797204,Toronto Stock Exchange,Canada,CAD,CAD,1
Real Estate,WIR.UN,WPT INDUSTRIAL REAL ESTATE INVESTM,0.06,18.4,"243,525.00","4,480,860.00","4,480,860.00",Real Estate,BKVH4G3,92937G109,Toronto Stock Exchange,Canada,CAD,CAD,1
Real Estate,REAL,REAL MATTERS INC,0.06,19.21,"232,983.00","4,475,603.43","4,475,603.43",Real Estate,BZ4FM87,75601Y100,Toronto Stock Exchange,Canada,CAD,CAD,1
Industrials,TCL.A,TRANSCONTINENTAL SUB VOTING INC CL,0.06,20.51,"214,809.00","4,405,732.59","4,405,732.59",Industrials,2357953,893578104,Toronto Stock Exchange,Canada,CAD,CAD,1
Materials,SVM,SILVERCORP METALS INC,0.06,8.51,"512,930.00","4,365,034.30","4,365,034.30",Materials,2784261,82835P103,Toronto Stock Exchange,Canada,CAD,CAD,1
Materials,ERO,ERO COPPER CORP,0.06,20.42,"212,744.00","4,344,232.48","4,344,232.48",Materials,BF02Z72,296006109,Toronto Stock Exchange,Canada,CAD,CAD,1
Materials,WDO,WESDOME GOLD MINES LTD,0.06,10.62,"408,384.00","4,337,038.08","4,337,038.08",Materials,B0Y90N5,95083R100,Toronto Stock Exchange,Canada,CAD,CAD,1
Financials,ECN,ECN CAPITAL CORP,0.06,6.47,"661,769.00","4,281,645.43","4,281,645.43",Financials,BYVZ982,26829L107,Toronto Stock Exchange,Canada,CAD,CAD,1
Consumer Staples,JWEL,JAMIESON WELLNESS INC,0.06,36.13,"117,407.00","4,241,914.91","4,241,914.91",Consumer Staples,BF5GNG4,470748104,Toronto Stock Exchange,Canada,CAD,CAD,1
Materials,ITP,INTERTAPE POLYMER GROUP INC,0.06,24.14,"173,785.00","4,195,169.90","4,195,169.90",Materials,2459901,460919103,Toronto Stock Exchange,Canada,CAD,CAD,1
Industrials,RUS,RUSSEL METALS INC,0.06,22.73,"182,271.00","4,143,019.83","4,143,019.83",Industrials,2248808,781903604,Toronto Stock Exchange,Canada,CAD,CAD,1
Materials,CFP,CANFOR CORP,0.06,22.98,"175,290.00","4,028,164.20","4,028,164.20",Materials,B18P4F6,137576104,Toronto Stock Exchange,Canada,CAD,CAD,1
Real Estate,CRR.UN,CROMBIE REAL ESTATE INVESTMENT TRU,0.05,14.35,"274,270.00","3,935,774.50","3,935,774.50",Real Estate,B11YBV5,227107109,Toronto Stock Exchange,Canada,CAD,CAD,1
Financials,LB,LAURENTIAN BANK OF CANADA,0.05,31.2,"125,837.00","3,926,114.40","3,926,114.40",Financials,2077347,51925D106,Toronto Stock Exchange,Canada,CAD,CAD,1
Real Estate,CUF.UN,COMINAR REAL ESTATE INVESTMENT TRU,0.05,8.11,"483,932.00","3,924,688.52","3,924,688.52",Real Estate,2419927,199910100,Toronto Stock Exchange,Canada,CAD,CAD,1
Industrials,BAD,BADGER DAYLIGHTING LTD,0.05,38.03,"102,571.00","3,900,775.13","3,900,775.13",Industrials,B3M4R76,05651W209,Toronto Stock Exchange,Canada,CAD,CAD,1
Materials,WPK,WINPAK LTD,0.05,42.82,"89,913.00","3,850,074.66","3,850,074.66",Materials,2972851,97535P104,Toronto Stock Exchange,Canada,CAD,CAD,1
Industrials,NFI,NFI GROUP INC,0.05,24.09,"159,294.00","3,837,392.46","3,837,392.46",Industrials,BD3HFC5,62910L102,Toronto Stock Exchange,Canada,CAD,CAD,1
Real Estate,AX.UN,ARTIS REAL ESTATE INVESTMENT TRUST,0.05,10.66,"354,029.00","3,773,949.14","3,773,949.14",Real Estate,B0XZXV3,04315L105,Toronto Stock Exchange,Canada,CAD,CAD,1
Real Estate,BEI.UN,BOARDWALK REAL ESTATE INVESTMENT T,0.05,33.74,"110,495.00","3,728,101.30","3,728,101.30",Real Estate,B011205,96631106,Toronto Stock Exchange,Canada,CAD,CAD,1
Energy,MEG,MEG ENERGY CORP,0.05,4.45,"829,254.00","3,690,180.30","3,690,180.30",Energy,B4XF9J1,552704108,Toronto Stock Exchange,Canada,CAD,CAD,1
Industrials,EIF,EXCHANGE INCOME CORP,0.05,36.64,"97,892.00","3,586,762.88","3,586,762.88",Industrials,B3VHDS9,301283107,Toronto Stock Exchange,Canada,CAD,CAD,1
Materials,CAS,CASCADES INC,0.05,14.55,"242,269.00","3,525,013.95","3,525,013.95",Materials,2179254,146900105,Toronto Stock Exchange,Canada,CAD,CAD,1
Consumer Discretionary,MRE,MARTINREA INTERNATIONAL INC,0.05,14.86,"234,558.00","3,485,531.88","3,485,531.88",Consumer Discretionary,2107620,573459104,Toronto Stock Exchange,Canada,CAD,CAD,1
Financials,EQB,EQUITABLE GROUP INC,0.05,101,"33,668.00","3,400,468.00","3,400,468.00",Financials,B00GQP4,294505102,Toronto Stock Exchange,Canada,CAD,CAD,1
Information Technology,CLS,CELESTICA INC,0.05,10.27,"323,201.00","3,319,274.27","3,319,274.27",Information Technology,2263362,15101Q108,Toronto Stock Exchange,Canada,CAD,CAD,1
Real Estate,CRT.UN,CT REIT UNITS TRUST,0.04,15.67,"205,178.00","3,215,139.26","3,215,139.26",Real Estate,BFSRSC5,126462100,Toronto Stock Exchange,Canada,CAD,CAD,1
Industrials,MTL,MULLEN GROUP LTD,0.04,10.9,"270,938.00","2,953,224.20","2,953,224.20",Industrials,B4MMW16,625284104,Toronto Stock Exchange,Canada,CAD,CAD,1
Industrials,ARE,AECON GROUP INC,0.04,16.36,"174,614.00","2,856,685.04","2,856,685.04",Industrials,2699547,00762V109,Toronto Stock Exchange,Canada,CAD,CAD,1
Consumer Discretionary,ZZZ,SLEEP COUNTRY CANADA HOLDINGS INC,0.04,26.47,"106,948.00","2,830,913.56","2,830,913.56",Consumer Discretionary,BYP3H11,83125J104,Toronto Stock Exchange,Canada,CAD,CAD,1
Health Care,SIA,SIENNA SENIOR LIVING INC,0.04,14.14,"195,226.00","2,760,495.64","2,760,495.64",Health Care,BWTYXH4,82621K102,Toronto Stock Exchange,Canada,CAD,CAD,1
Energy,VET,VERMILION ENERGY INC,0.04,5.68,"469,693.00","2,667,856.24","2,667,856.24",Energy,B607XS1,923725105,Toronto Stock Exchange,Canada,CAD,CAD,1
Consumer Discretionary,TOY,SPIN MASTER SUBORDINATE VOTING COR,0.04,29.01,"91,539.00","2,655,546.39","2,655,546.39",Consumer Discretionary,BZ03B55,848510103,Toronto Stock Exchange,Canada,CAD,CAD,1
Materials,OSK,OSISKO MINING INC,0.04,3.7,"710,127.00","2,627,469.90","2,627,469.90",Materials,BDBCBP7,688281104,Toronto Stock Exchange,Canada,CAD,CAD,1
Energy,ERF,ENERPLUS CORP,0.04,3.98,"647,561.00","2,577,292.78","2,577,292.78",Energy,B584T89,292766102,Toronto Stock Exchange,Canada,CAD,CAD,1
Communication,CJR.B,CORUS ENTERTAINMENT INC CLASS B,0.03,4.28,"572,339.00","2,449,610.92","2,449,610.92",Communication,2484516,220874101,Toronto Stock Exchange,Canada,CAD,CAD,1
Real Estate,D.UN,DREAM OFFICE REAL ESTATE UNITS TRU,0.03,19.8,"117,249.00","2,321,530.20","2,321,530.20",Real Estate,BMJJVS6,26153P104,Toronto Stock Exchange,Canada,CAD,CAD,1
Financials,SII,SPROTT INC,0.03,36.96,"61,343.00","2,267,237.28","2,267,237.28",Financials,BMCB521,852066208,Toronto Stock Exchange,Canada,CAD,CAD,1
Materials,LUG,LUNDIN GOLD INC,0.03,10.93,"191,185.00","2,089,652.05","2,089,652.05",Materials,BTKSSY6,550371108,Toronto Stock Exchange,Canada,CAD,CAD,1
Industrials,WTE,WESTSHORE TERMINALS INVESTMENT COR,0.03,15.59,"121,382.00","1,892,345.38","1,892,345.38",Industrials,B8KB138,96145A200,Toronto Stock Exchange,Canada,CAD,CAD,1
Cash and/or Derivatives,USD,USD CASH,0.02,127.4,"1,384,014.00","1,763,233.49","1,763,233.49",Cash and/or Derivatives,-,-,-,United States,CAD,USD,0.78
Information Technology,None,TOPICUS INC,0.01,4.81,"94,513.00","454,824.82","454,824.82",Information Technology,BNGJNT1,89072T102,Toronto Stock Exchange,Canada,CAD,CAD,1
